Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
1833,16:28:12.6473,Trigger,0,0,0,0,0,0,0,0,0,0
1834,16:28:12.6583,H,-1.261158,1.086178,-1.067347,-0.9996427,-0.01495857,-0.01095187,0.01926135,1.737953,1.222182,357.8108
1834,16:28:12.6583,T,-1.259432,0.8920271,-1.309032,0.1921014,-0.9792909,-0.04508974,-0.04531457,337.6457,175.5705,175.6032
1835,16:28:12.6692,H,-1.261104,1.086155,-1.067283,-0.9996411,-0.01499634,-0.01099086,0.01929371,1.742405,1.226512,357.8073
1835,16:28:12.6692,T,-1.261284,0.8925246,-1.309832,0.1922794,-0.9792441,-0.04530585,-0.04535549,337.6238,175.5712,175.5785
1836,16:28:12.6802,H,-1.261023,1.086135,-1.067247,-0.9996361,-0.01495614,-0.01106821,0.01953318,1.738265,1.235049,357.7799
1836,16:28:12.6802,T,-1.261327,0.892531,-1.309784,0.1923719,-0.9792287,-0.04527443,-0.04532706,337.6133,175.5742,175.5819
1837,16:28:12.6922,H,-1.260981,1.08612,-1.067178,-0.999631,-0.01506069,-0.01115371,0.01966132,1.750593,1.244396,357.7654
1837,16:28:12.6922,T,-1.261079,0.8926306,-1.309936,0.1923539,-0.979237,-0.04517245,-0.04532427,337.6158,175.5721,175.5941
1838,16:28:12.7031,H,-1.260917,1.086111,-1.067162,-0.9996274,-0.01506741,-0.01113902,0.01985051,1.751566,1.242366,357.7437
1838,16:28:12.7031,T,-1.261104,0.8926429,-1.309905,0.1924553,-0.9792185,-0.04510643,-0.04535976,337.6041,175.5665,175.6033
1839,16:28:12.7141,H,-1.260913,1.086111,-1.067121,-0.9996244,-0.01504144,-0.01116667,0.02000529,1.748845,1.245322,357.726
1839,16:28:12.7141,T,-1.260833,0.8927766,-1.309937,0.1925268,-0.9792092,-0.04499744,-0.0453655,337.5963,175.5633,175.617
1840,16:28:12.7251,H,-1.260853,1.086115,-1.067025,-0.9996198,-0.01504979,-0.01128636,0.02016187,1.750271,1.258747,357.7083
1840,16:28:12.7251,T,-1.260828,0.8928049,-1.309924,0.1925887,-0.9791985,-0.04494011,-0.0453908,337.5892,175.5591,175.6247
1841,16:28:12.7361,H,-1.260759,1.086117,-1.066978,-0.9996186,-0.01500383,-0.01128442,0.02025104,1.745113,1.258473,357.698
