Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
1654,18:01:34.3878,Trigger,0,0,0,0,0,0,0,0,0,0
1655,18:01:34.3987,H,-1.343507,1.096033,-1.268995,-0.9994661,-0.02797957,-0.01550874,0.006652439,3.218025,1.757939,359.2867
1655,18:01:34.3987,T,-1.363124,0.8976525,-1.466373,0.2024397,-0.978633,0.01136041,0.03415592,336.6089,183.8892,180.5248
1656,18:01:34.4097,H,-1.343496,1.095941,-1.268917,-0.9994624,-0.02802467,-0.01563521,0.006709382,3.223385,1.77224,359.2806
1656,18:01:34.4097,T,-1.363062,0.8975558,-1.466205,0.2025028,-0.9786177,0.01133218,0.03423066,336.6017,183.8991,180.5192
1657,18:01:34.4207,H,-1.343502,1.095902,-1.26885,-0.9994557,-0.02821856,-0.01571384,0.006720769,3.245686,1.781104,359.2799
1657,18:01:34.4207,T,-1.363074,0.8975992,-1.466179,0.2026526,-0.9785834,0.01132165,0.03432586,336.5841,183.9112,180.5149
1658,18:01:34.4316,H,-1.343511,1.095899,-1.268784,-0.9994486,-0.02840297,-0.01582205,0.006743282,3.266942,1.793332,359.278
1658,18:01:34.4316,T,-1.363199,0.8976851,-1.466173,0.2027986,-0.9785537,0.01126491,0.03432846,336.5673,183.9131,180.5073
1659,18:01:34.4436,H,-1.343511,1.095872,-1.268715,-0.9994422,-0.02853056,-0.01599859,0.006728289,3.281667,1.81356,359.2805
1659,18:01:34.4436,T,-1.363219,0.8977284,-1.466151,0.2027552,-0.9785631,0.01115659,0.03435515,336.5728,183.9191,180.4935
1660,18:01:34.4546,H,-1.343452,1.095813,-1.268628,-0.9994348,-0.02870932,-0.01615856,0.006686909,3.302196,1.831943,359.2861
1660,18:01:34.4546,T,-1.363342,0.8978697,-1.466191,0.2028501,-0.9785435,0.01100124,0.03440305,336.5623,183.929,180.4729
1661,18:01:34.4656,H,-1.343457,1.095762,-1.268558,-0.9994277,-0.02886135,-0.01635105,0.006637924,3.319669,1.854101,359.2927
1661,18:01:34.4656,T,-1.36334,0.8979265,-1.466204,0.2030221,-0.97851,0.01094012,0.03435797,336.5424,183.9252,180.4659
