Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
1771,13:11:44.0270,Trigger,0,0,0,0,0,0,0,0,0,0
1772,13:11:44.0379,H,-1,46453,1,083019,-1,08534,-0,9987894,-0,01341376,-0,04104737,-0,02355632,1,424589,4,741069,2,761104
1772,13:11:44.0379,T,-1,486794,0,8707041,-1,28141,0,1013592,-0,9931604,0,006011266,0,05764136,348,3446,186,6417,180,0149
1773,13:11:44.0484,H,-1,464514,1,083032,-1,085355,-0,9987887,-0,01346043,-0,04108566,-0,02349371,1,430122,4,745504,2,75421
1773,13:11:44.0484,T,-1,486698,0,8706928,-1,281377,0,101399,-0,9931527,0,006028593,0,0577026,348,3399,186,6487,180,0159
1774,13:11:44.0594,H,-1,464494,1,083047,-1,085301,-0,9987845,-0,01351293,-0,0411822,-0,02347284,1,435964,4,756697,2,752211
1774,13:11:44.0594,T,-1,486797,0,8707472,-1,281336,0,1013831,-0,9931569,0,006033534,0,05765817,348,3417,186,6434,180,0172
1775,13:11:44.0714,H,-1,464453,1,083016,-1,085279,-0,9987835,-0,01355336,-0,04116735,-0,02351923,1,440413,4,755178,2,757699
1775,13:11:44.0714,T,-1,486771,0,8707452,-1,281311,0,1014179,-0,9931527,0,006094965,0,05766256,348,3373,186,6433,180,024
1776,13:11:44.0823,H,-1,464501,1,082995,-1,085274,-0,9987848,-0,01351814,-0,04113056,-0,02354846,1,436344,4,750899,2,760824
1776,13:11:44.0823,T,-1,486627,0,8706013,-1,281189,0,1013889,-0,9931573,0,006055721,0,0576393,348,3409,186,641,180,0199
1777,13:11:44.0933,H,-1,464494,1,082996,-1,085288,-0,9987833,-0,0135764,-0,04112294,-0,02359129,1,44283,4,750254,2,766001
1777,13:11:44.0933,T,-1,486599,0,870594,-1,281171,0,1013767,-0,9931608,0,006143667,0,0575899,348,3417,186,6342,180,0308
1778,13:11:44.1043,H,-1,464547,1,083042,-1,085286,-0,9987822,-0,01354872,-0,0411367,-0,02362976,1,439441,4,751808,2,770294
1778,13:11:44.1043,T,-1,486959,0,8707074,-1,281405,0,1013019,-0,9931663,0,00606924,0,05763477,348,3508,186,6402,180,0221
1779,13:11:44.1152,H,-1,464522,1,083071,-1,08528,-0,9987868,-0,01354469,-0,04107293,-0,02354866,1,439541,4,744367,2,760892
1779,13:11:44.1152,T,-1,486944,0,8707126,-1,281397,0,1013728,-0,9931575,0,006063099,0,05766204,348,3427,186,6435,180,0206
1780,13:11:44.1262,H,-1,464504,1,083064,-1,085265,-0,998789,-0,013533,-0,04100748,-0,02357783,1,438246,4,736868,2,764084
1780,13:11:44.1262,T,-1,487162,0,870909,-1,28158,0,1014683,-0,9931487,0,006010027,0,05765235,348,3321,186,6432,180,0139
1781,13:11:44.1372,H,-1,464519,1,083075,-1,08526,-0,9987874,-0,01352289,-0,04109063,-0,0235061,1,437199,4,746273,2,755938
1781,13:11:44.1372,T,-1,487134,0,8709171,-1,281577,0,1014838,-0,9931483,0,006079053,0,05762495,348,3298,186,6392,180,0222
1782,13:11:44.1487,H,-1,464523,1,083071,-1,085226,-0,9987879,-0,01354294,-0,04105455,-0,0235339,1,439461,4,742231,2,759167
1782,13:11:44.1487,T,-1,48687,0,8707888,-1,281401,0,1014265,-0,9931501,0,006060641,0,05769718,348,3365,186,6477,180,0196
1783,13:11:44.1596,H,-1,464561,1,083039,-1,085272,-0,9987899,-0,01354617,-0,04097995,-0,02357855,1,439826,4,73375,2,76419
1783,13:11:44.1596,T,-1,486844,0,8707882,-1,281394,0,1013509,-0,9931566,0,006097409,0,05771396,348,345,186,6492,180,0241
1784,13:11:44.1706,H,-1,464562,1,08305,-1,085322,-0,9987895,-0,01354913,-0,04096035,-0,02362655,1,439992,4,73158,2,769674
1784,13:11:44.1706,T,-1,486666,0,8706506,-1,281233,0,1012795,-0,9931608,0,00608885,0,05776648,348,3532,186,6553,180,023
1785,13:11:44.1816,H,-1,464567,1,083045,-1,085301,-0,9987907,-0,01343185,-0,04096617,-0,02363411,1,426516,4,73192,2,769986
1785,13:11:44.1816,T,-1,486544,0,8706082,-1,281116,0,1013298,-0,9931572,0,006127881,0,05773629,348,3472,186,6514,180,0276
1786,13:11:44.1935,H,-1,464524,1,083018,-1,085336,-0,9987913,-0,01345162,-0,04095115,-0,02362159,1,428879,4,730236,2,768625
1786,13:11:44.1935,T,-1,486508,0,870618,-1,281084,0,1014537,-0,9931484,0,006102295,0,05767263,348,3331,186,6444,180,0245
1787,13:11:44.2045,H,-1,464493,1,082997,-1,085321,-0,9987889,-0,01339344,-0,04102717,-0,02362668,1,421985,4,738792,2,769037
1787,13:11:44.2045,T,-1,486453,0,8705204,-1,281022,0,1014221,-0,9931524,0,006087626,0,05766075,348,3369,186,6432,180,0231
1788,13:11:44.2155,H,-1,464466,1,08301,-1,085311,-0,9987919,-0,01341063,-0,040953,-0,02362018,1,424189,4,730328,2,768269
1788,13:11:44.2155,T,-1,486424,0,8705066,-1,280995,0,1014574,-0,993153,0,006048335,0,05759222,348,3331,186,6357,180,0192
1789,13:11:44.2265,H,-1,464504,1,082998,-1,0853,-0,9987898,-0,01342367,-0,04097609,-0,02366034,1,425427,4,73307,2,772965
1789,13:11:44.2265,T,-1,486718,0,8706219,-1,281154,0,1014829,-0,9931507,0,00602241,0,05759028,348,3303,186,6358,180,016
1790,13:11:44.2374,H,-1,464518,1,082983,-1,085322,-0,9987878,-0,01346456,-0,04103506,-0,02361764,1,430147,4,739891,2,768355
1790,13:11:44.2374,T,-1,486696,0,8706119,-1,281137,0,1014066,-0,9931568,0,006019935,0,05761977,348,3391,186,6392,180,0159
1791,13:11:44.2484,H,-1,464495,1,082967,-1,085334,-0,9987889,-0,01349677,-0,04099659,-0,02362186,1,433921,4,735578,2,768937
1791,13:11:44.2484,T,-1,48656,0,8705171,-1,281158,0,1013647,-0,9931589,0,006102295,0,05764938,348,3434,186,6416,180,0254
1792,13:11:44.2594,H,-1,464477,1,082984,-1,085311,-0,9987875,-0,01358733,-0,04098497,-0,02364981,1,444186,4,734547,2,772558
1792,13:11:44.2594,T,-1,486642,0,8705286,-1,281149,0,1014033,-0,9931556,0,006110835,0,05763762,348,3389,186,6402,180,0262
1793,13:11:44.2713,H,-1,464535,1,082966,-1,085276,-0,998787,-0,01358298,-0,0410034,-0,02364091,1,44368,4,736636,2,771544
1793,13:11:44.2713,T,-1,486631,0,870517,-1,281141,0,1013999,-0,9931625,0,006068012,0,05752958,348,3395,186,6281,180,0226
1794,13:11:44.2823,H,-1,464632,1,082971,-1,085326,-0,9987881,-0,01370588,-0,04092663,-0,02365814,1,457879,4,728213,2,773997
1794,13:11:44.2823,T,-1,486543,0,8704619,-1,281107,0,1014163,-0,99316,0,006096187,0,05753955,348,3375,186,6289,180,0256
1795,13:11:44.2933,H,-1,464646,1,083005,-1,085312,-0,9987817,-0,01372348,-0,04102762,-0,02374076,1,459222,4,739966,2,783694
1795,13:11:44.2933,T,-1,486505,0,8704606,-1,281078,0,1015436,-0,9931455,0,006115711,0,05756259,348,3227,186,6315,180,0267
1796,13:11:44.3042,H,-1,464639,1,082998,-1,085328,-0,9987853,-0,01361944,-0,04093039,-0,02381827,1,447217,4,728624,2,791931
1796,13:11:44.3042,T,-1,486695,0,8705537,-1,281157,0,1016247,-0,9931401,0,006059411,0,05751857,348,3138,186,6272,180,0202
1797,13:11:44.3152,H,-1,464686,1,083002,-1,085352,-0,9987858,-0,0135141,-0,04087368,-0,02395161,1,434687,4,722005,2,806619
1797,13:11:44.3152,T,-1,486655,0,8705313,-1,281108,0,1016219,-0,9931412,0,006056951,0,05750665,348,3141,186,6258,180,0201
1798,13:11:44.3262,H,-1,464703,1,083048,-1,085336,-0,9987863,-0,01333801,-0,04088296,-0,02401371,1,414212,4,722642,2,812901
1798,13:11:44.3262,T,-1,486939,0,8706111,-1,281206,0,1015288,-0,9931483,0,005963981,0,0575578,348,3254,186,6328,180,0093
1799,13:11:44.3372,H,-1,464736,1,083088,-1,085321,-0,9987921,-0,0131519,-0,04080947,-0,02399897,1,393185,4,713648,2,810219
1799,13:11:44.3372,T,-1,486935,0,8706082,-1,281179,0,1014941,-0,9931604,0,005976461,0,05740823,348,3293,186,6151,180,0128
1800,13:11:44.3481,H,-1,464718,1,083089,-1,085312,-0,9988009,-0,01301627,-0,04070174,-0,02389287,1,378461,4,700751,2,797267
1800,13:11:44.3481,T,-1,486712,0,8706172,-1,281097,0,1015473,-0,9931534,0,006083953,0,05742419,348,3225,186,6158,180,0247
1801,13:11:44.3601,H,-1,464751,1,083101,-1,085281,-0,998807,-0,01296865,-0,04066527,-0,02372391,1,373906,4,696198,2,777634
1801,13:11:44.3601,T,-1,487092,0,8707687,-1,281215,0,1016786,-0,9931419,0,005986426,0,05740096,348,308,186,6144,180,0127
1802,13:11:44.3711,H,-1,464785,1,083115,-1,08529,-0,9988093,-0,01298786,-0,04065694,-0,02363239,1,376558,4,695173,2,767231
1802,13:11:44.3711,T,-1,487007,0,8707548,-1,28114,0,101868,-0,9931178,0,006012505,0,05747866,348,2861,186,6234,180,0136
1803,13:11:44.3820,H,-1,464823,1,083149,-1,085241,-0,9988084,-0,01309049,-0,04065595,-0,0236142,1,388394,4,69533,2,765635
1803,13:11:44.3820,T,-1,486675,0,8706241,-1,281014,0,1018404,-0,9931216,0,006013744,0,05746141,348,2892,186,6214,180,0141
1804,13:11:44.3930,H,-1,464828,1,083082,-1,085194,-0,9988054,-0,01321278,-0,04062822,-0,02371931,1,401976,4,692649,2,77822
1804,13:11:44.3930,T,-1,486664,0,870615,-1,281007,0,1019096,-0,9931131,0,005971472,0,05749019,348,2816,186,6253,180,0084
1805,13:11:44.4040,H,-1,464874,1,083029,-1,085198,-0,9988031,-0,0134397,-0,04058551,-0,02375921,1,427883,4,688467,2,783811
1805,13:11:44.4040,T,-1,486727,0,8705573,-1,28106,0,1019196,-0,9931083,0,005915059,0,05756156,348,2808,186,6343,180,0009
1806,13:11:44.4150,H,-1,464906,1,082967,-1,085209,-0,9987921,-0,01366182,-0,0406967,-0,023908,1,452299,4,702078,2,802074
1806,13:11:44.4150,T,-1,486732,0,8706084,-1,281102,0,1017949,-0,9931076,0,005951476,0,05779008,348,2949,186,6604,180,0033
1807,13:11:44.4259,H,-1,464877,1,082913,-1,085248,-0,9987818,-0,01398436,-0,0408095,-0,02395997,1,488658,4,716035,2,809735
1807,13:11:44.4259,T,-1,48673,0,8705858,-1,281121,0,1016778,-0,9931155,0,005965231,0,05785979,348,3083,186,6682,180,0048
1808,13:11:44.4379,H,-1,464861,1,082889,-1,085239,-0,9987677,-0,01406018,-0,04103447,-0,02411453,1,495971,4,74229,2,828143
1808,13:11:44.4379,T,-1,486866,0,8706124,-1,28122,0,1016793,-0,9931115,0,005973967,0,05792426,348,308,186,6756,180,0051
1809,13:11:44.4489,H,-1,464877,1,082854,-1,085233,-0,9987563,-0,01417989,-0,04123943,-0,02416769,1,50884,4,766229,2,835118
1809,13:11:44.4489,T,-1,486856,0,8705875,-1,281249,0,1016893,-0,9931099,0,005987671,0,05793288,348,3068,186,6765,180,0065
1810,13:11:44.4596,H,-1,464869,1,08286,-1,085279,-0,9987471,-0,01419566,-0,04139069,-0,02428458,1,509657,4,783798,2,848814
1810,13:11:44.4596,T,-1,486978,0,8706088,-1,281361,0,1016347,-0,9931125,0,005962732,0,05798687,348,3132,186,683,180,0033
1811,13:11:44.4715,H,-1,464916,1,082885,-1,085324,-0,9987398,-0,0142246,-0,04157593,-0,02424922,1,512611,4,805077,2,845184
1811,13:11:44.4715,T,-1,486853,0,8705801,-1,281327,0,1014651,-0,9931291,0,006005066,0,05799458,348,3325,186,6831,180,0093
1812,13:11:44.4815,H,-1,464917,1,082923,-1,085353,-0,9987351,-0,01414907,-0,04164254,-0,02437369,1,503178,4,812676,2,859173
1812,13:11:44.4815,T,-1,486834,0,8705668,-1,28134,0,1013997,-0,9931346,0,005942706,0,05802104,348,3404,186,6869,180,0022
1813,13:11:44.4925,H,-1,46495,1,082954,-1,0854,-0,9987334,-0,01392044,-0,04168852,-0,02449538,1,47629,4,817447,2,872063
1813,13:11:44.4925,T,-1,486811,0,8705547,-1,281355,0,1014036,-0,9931368,0,005875883,0,05798469,348,3404,186,6834,179,9948
1814,13:11:44.5044,H,-1,464968,1,083003,-1,085425,-0,998733,-0,0138102,-0,04170083,-0,02455403,1,463353,4,818613,2,878261
1814,13:11:44.5044,T,-1,487062,0,8706565,-1,281464,0,101554,-0,9931242,0,005908758,0,05793352,348,3229,186,6773,179,9982
1815,13:11:44.5154,H,-1,465007,1,083025,-1,085438,-0,9987435,-0,01359652,-0,04155039,-0,02450094,1,439584,4,800643,2,870917
1815,13:11:44.5154,T,-1,487389,0,8708111,-1,281649,0,1016427,-0,9931266,0,00578,0,05774894,348,3136,186,6574,179,9848
1816,13:11:44.5264,H,-1,465072,1,083059,-1,08548,-0,9987497,-0,01345265,-0,04149387,-0,02442094,1,423661,4,793617,2,860971
1816,13:11:44.5264,T,-1,487314,0,8707933,-1,281584,0,1015525,-0,9931359,0,005726907,0,05775397,348,3243,186,6585,179,9792
1817,13:11:44.5374,H,-1,46511,1,083059,-1,08545,-0,9987593,-0,01340983,-0,04133338,-0,02432394,1,419683,4,774947,2,849424
1817,13:11:44.5374,T,-1,48772,0,870893,-1,28163,0,1016105,-0,9931269,0,00564303,0,05781405,348,3182,186,6666,179,9684
1818,13:11:44.5483,H,-1,465145,1,083085,-1,085491,-0,9987686,-0,01335686,-0,04116336,-0,02425912,1,414413,4,7552,2,841501
1818,13:11:44.5483,T,-1,487743,0,8708872,-1,281637,0,1014292,-0,993147,0,005577959,0,05779278,348,3394,186,6646,179,9623
1819,13:11:44.5593,H,-1,465214,1,083114,-1,085578,-0,9987783,-0,01323277,-0,0409508,-0,02428485,1,400691,4,730492,2,843552
1819,13:11:44.5593,T,-1,487803,0,870923,-1,281671,0,1014479,-0,9931486,0,0056549,0,05772648,348,3368,186,656,179,9719
1820,13:11:44.5712,H,-1,465198,1,08309,-1,085636,-0,9987828,-0,01316127,-0,04083209,-0,02434494,1,392562,4,71675,2,849926
1820,13:11:44.5712,T,-1,487823,0,8709167,-1,281681,0,1014738,-0,9931537,0,005619213,0,05759559,348,334,186,6412,179,9691
1821,13:11:44.5822,H,-1,465219,1,083105,-1,085669,-0,9987958,-0,01309378,-0,04056291,-0,02429309,1,385846,4,685611,2,843292
1821,13:11:44.5822,T,-1,488036,0,8710852,-1,281774,0,1016174,-0,9931343,0,005669374,0,05767134,348,3172,186,6496,179,9731
1822,13:11:44.5932,H,-1,4652,1,08307,-1,085721,-0,9988015,-0,0129615,-0,04049721,-0,02423843,1,371148,4,67761,2,836311
1822,13:11:44.5932,T,-1,488051,0,8710885,-1,281773,0,1016453,-0,9931322,0,005636424,0,05766269,348,3142,186,649,179,9692
1823,13:11:44.6042,H,-1,465194,1,083052,-1,085757,-0,9988087,-0,01295026,-0,04038774,-0,02413398,1,370659,4,66488,2,824142
1823,13:11:44.6042,T,-1,487696,0,8710046,-1,28168,0,1015998,-0,9931411,0,005661484,0,05758679,348,3193,186,6398,179,9733
1824,13:11:44.6151,H,-1,465198,1,083046,-1,085768,-0,9988115,-0,01294016,-0,04029796,-0,02416921,1,369593,4,654603,2,828007
