Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
1674,12:41:11.3625,Trigger,0,0,0,0,0,0,0,0,0,0
1675,12:41:11.3735,H,-1.249762,1.029031,-1.145482,-0.9748067,-0.2223878,-0.0002698333,-0.01719154,25.69376,0.5196323,2.139215
1675,12:41:11.3735,T,-1.277072,0.87481,-1.363499,0.1386073,-0.9896049,0.03777835,0.006555528,344.0482,180.1491,184.3515
1676,12:41:11.3844,H,-1.249723,1.029,-1.145493,-0.974789,-0.2224664,-0.000374895,-0.01717717,25.70277,0.5324609,2.140532
1676,12:41:11.3844,T,-1.277035,0.8747995,-1.363504,0.1385283,-0.9896094,0.03796662,0.006451275,344.0578,180.134,184.3754
1677,12:41:11.3954,H,-1.249657,1.028925,-1.145357,-0.974766,-0.2225717,-0.0003506589,-0.01711988,25.71523,0.5281191,2.132918
1677,12:41:11.3954,T,-1.277579,0.875003,-1.363686,0.1387317,-0.989579,0.03798545,0.006633485,344.0334,180.1543,184.3748
1678,12:41:11.4064,H,-1.249657,1.02892,-1.145374,-0.9747594,-0.2225925,-0.0005056104,-0.0172167,25.71729,0.5501263,2.149343
1678,12:41:11.4064,T,-1.277572,0.8750265,-1.36368,0.1389813,-0.9895433,0.03800055,0.006654792,344.0045,180.1554,184.3766
1679,12:41:11.4173,H,-1.24954,1.028942,-1.145332,-0.9747448,-0.222665,-0.000576459,-0.01710507,25.72572,0.5559459,2.137625
1679,12:41:11.4173,T,-1.277562,0.8750401,-1.363675,0.1391053,-0.9895246,0.03802916,0.006683838,343.9901,180.1578,184.3796
1680,12:41:11.4293,H,-1.249457,1.028946,-1.145339,-0.9747035,-0.2228571,-0.0006710162,-0.01695402,25.74817,0.5639092,2.121892
1680,12:41:11.4293,T,-1.277826,0.875169,-1.363792,0.1388969,-0.9895548,0.03801662,0.006605346,344.0145,180.1497,184.3792
1681,12:41:11.4403,H,-1.249383,1.028932,-1.145321,-0.9746929,-0.2229194,-0.0006680422,-0.01673872,25.75562,0.5576025,2.095206
1681,12:41:11.4403,T,-1.278034,0.8752701,-1.363968,0.1390056,-0.9895386,0.03802407,0.006714977,344.0014,180.162,184.3784
1682,12:41:11.4513,H,-1.249331,1.028927,-1.145275,-0.9746858,-0.2229599,-0.0007870427,-0.01661189,25.7602,0.5688701,2.082914
1682,12:41:11.4513,T,-1.278036,0.8752799,-1.363975,0.1390762,-0.9895257,0.03811684,0.006614364,343.9937,180.1483,184.3911
1683,12:41:11.4622,H,-1.249282,1.028916,-1.145266,-0.9746636,-0.2230694,-0.0008182796,-0.01644284,25.77309,0.5682367,2.063012
1683,12:41:11.4622,T,-1.278432,0.8755866,-1.364139,0.1391475,-0.9895169,0.03807518,0.006680493,343.9852,180.1565,184.3851
1684,12:41:11.4732,H,-1.249222,1.028876,-1.145174,-0.9746496,-0.2231323,-0.000836164,-0.01641493,25.78046,0.569828,2.060162
1684,12:41:11.4732,T,-1.27844,0.8756095,-1.364157,0.1392133,-0.9895038,0.03817074,0.006703872,343.9774,180.1573,184.3961
1685,12:41:11.4842,H,-1.249175,1.028866,-1.145195,-0.9746363,-0.223194,-0.0008954965,-0.0163644,25.78763,0.5759146,2.05568
1685,12:41:11.4842,T,-1.278811,0.8757319,-1.364207,0.1393228,-0.9894903,0.03811038,0.006755905,343.9645,180.164,184.3882
1686,12:41:11.4951,H,-1.249094,1.028854,-1.145146,-0.9746031,-0.2233455,-0.0008687092,-0.01627232,25.80555,0.5703723,2.043746
1686,12:41:11.4951,T,-1.279037,0.875812,-1.364313,0.1393688,-0.9894861,0.03803367,0.006858787,343.9588,180.1772,184.3775
1687,12:41:11.5061,H,-1.249074,1.028856,-1.145166,-0.9745974,-0.223382,-0.0009498716,-0.01611462,25.80975,0.5760522,2.026545
1687,12:41:11.5061,T,-1.279069,0.8758141,-1.36433,0.1388278,-0.9895669,0.0379075,0.006879396,344.0213,180.1842,184.3617
1688,12:41:11.5181,H,-1.249024,1.028819,-1.14511,-0.9745625,-0.2235491,-0.001084435,-0.01589439,25.82925,0.5869142,2.003318
1688,12:41:11.5181,T,-1.278734,0.8756694,-1.364245,0.1387696,-0.9895737,0.03795798,0.006786714,344.0284,180.1727,184.3691
1689,12:41:11.5290,H,-1.249033,1.028803,-1.145082,-0.9745537,-0.2235869,-0.001171225,-0.01589456,25.83351,0.5977843,2.00587
1689,12:41:11.5290,T,-1.278761,0.8757024,-1.364271,0.139124,-0.9895211,0.03802133,0.006853354,343.9871,180.1779,184.3759
1690,12:41:11.5400,H,-1.249015,1.028738,-1.145151,-0.9745507,-0.2236026,-0.001293849,-0.01584964,25.83514,0.6117609,2.003811
