Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
4967,13:00:38.6843,Trigger,0,0,0,0,0,0,0,0,0,0
4968,13:00:38.9875,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
4968,13:00:38.9875,T,-1.268731,0.5873853,-1.641194,0.2017392,-0.9783489,-0.03250877,-0.03283169,336.6169,176.807,176.8546
4969,13:00:38.9875,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
4969,13:00:38.9875,T,-1.268731,0.5873853,-1.641194,0.2017392,-0.9783489,-0.03250877,-0.03283169,336.6169,176.807,176.8546
4970,13:00:38.9885,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
4970,13:00:38.9885,T,-1.268731,0.5873853,-1.641194,0.2017392,-0.9783489,-0.03250877,-0.03283169,336.6169,176.807,176.8546
4971,13:00:38.9895,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
4971,13:00:38.9895,T,-1.268731,0.5873853,-1.641194,0.2017392,-0.9783489,-0.03250877,-0.03283169,336.6169,176.807,176.8546
4972,13:00:38.9895,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
4972,13:00:38.9895,T,-1.268731,0.5873853,-1.641194,0.2017392,-0.9783489,-0.03250877,-0.03283169,336.6169,176.807,176.8546
4973,13:00:38.9905,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
4973,13:00:38.9905,T,-1.268731,0.5873853,-1.641194,0.2017392,-0.9783489,-0.03250877,-0.03283169,336.6169,176.807,176.8546
4974,13:00:38.9905,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
4974,13:00:38.9905,T,-1.268731,0.5873853,-1.641194,0.2017392,-0.9783489,-0.03250877,-0.03283169,336.6169,176.807,176.8546
4975,13:00:38.9915,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
4975,13:00:38.9915,T,-1.268731,0.5873853,-1.641194,0.2017392,-0.9783489,-0.03250877,-0.03283169,336.6169,176.807,176.8546
4976,13:00:38.9915,H,-1.290611,0.796729,-1.391122,-0.9986539,-0.05046231,-0.01033389,0.006100202,5.791854,1.153273,359.3584
