Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
1614,12:47:42.3180,Trigger,0,0,0,0,0,0,0,0,0,0
1615,12:47:42.3300,H,-1.270372,1.094193,-1.10279,-0.9995388,0.01355441,0.001950769,-0.0271034,358.4534,359.7344,3.110078
1615,12:47:42.3300,T,-1.249822,0.9013665,-1.305141,0.1686266,-0.9849957,-0.02797835,-0.02378461,340.5172,177.7252,177.1365
1616,12:47:42.3399,H,-1.270313,1.094083,-1.102785,-0.9995508,0.0131909,0.001990072,-0.02683696,358.4951,359.7314,3.079459
1616,12:47:42.3399,T,-1.249992,0.9014691,-1.305293,0.168706,-0.9849775,-0.02796316,-0.02399326,340.5074,177.7001,177.1428
1617,12:47:42.3519,H,-1.270252,1.094005,-1.102749,-0.9995618,0.01277509,0.002082702,-0.02662237,358.5429,359.7224,3.054845
1617,12:47:42.3519,T,-1.249979,0.9014856,-1.305331,0.1688191,-0.9849542,-0.02789994,-0.02422903,340.4937,177.6708,177.1553
1618,12:47:42.3629,H,-1.270203,1.093941,-1.102762,-0.9995729,0.01248334,0.002116176,-0.02633881,358.5764,359.7198,3.022277
1618,12:47:42.3629,T,-1.249995,0.901569,-1.305348,0.1688007,-0.9849542,-0.02787242,-0.02438811,340.4955,177.6511,177.1619
1619,12:47:42.3738,H,-1.270163,1.093913,-1.102778,-0.9995844,0.01224291,0.002174282,-0.02600672,358.604,359.7144,2.984196
1619,12:47:42.3738,T,-1.249954,0.9014879,-1.305302,0.1688652,-0.9849375,-0.02788338,-0.02460012,340.4873,177.6261,177.165
1620,12:47:42.3848,H,-1.2701,1.093899,-1.102804,-0.9995959,0.01200656,0.002239342,-0.02566773,358.6312,359.7081,2.945334
1620,12:47:42.3848,T,-1.24995,0.9015154,-1.305309,0.168944,-0.9849175,-0.02788418,-0.02485533,340.4774,177.5957,177.1703
1621,12:47:42.3958,H,-1.269981,1.093889,-1.102831,-0.9996045,0.01195761,0.002143523,-0.02536326,358.6364,359.7196,2.910279
1621,12:47:42.3958,T,-1.249951,0.901536,-1.305335,0.1690213,-0.9849005,-0.02789086,-0.0249979,340.468,177.5789,177.1726
1622,12:47:42.4077,H,-1.26993,1.093885,-1.102868,-0.9996145,0.01201477,0.002100823,-0.02494445,358.6296,359.7249,2.862222
1622,12:47:42.4077,T,-1.249964,0.9015425,-1.305366,0.1690211,-0.9849046,-0.02780686,-0.02492926,340.4685,177.5854,177.1812
1623,12:47:42.4187,H,-1.269895,1.093946,-1.102905,-0.9996184,0.01204097,0.001906705,-0.02478804,358.626,359.7473,2.844032
1623,12:47:42.4187,T,-1.249381,0.9013406,-1.305135,0.1690311,-0.9849028,-0.02774999,-0.0249985,340.4672,177.576,177.1895
1624,12:47:42.4297,H,-1.269856,1.093968,-1.102961,-0.9996234,0.01225286,0.001780309,-0.02449194,358.6013,359.7616,2.809975
1624,12:47:42.4297,T,-1.2494,0.9013323,-1.305155,0.1688965,-0.9849283,-0.02775,-0.02490414,340.4832,177.587,177.1873
1625,12:47:42.4407,H,-1.269797,1.094003,-1.103011,-0.9996251,0.01244201,0.001568347,-0.02433751,358.579,359.7856,2.792027
1625,12:47:42.4407,T,-1.249534,0.9012979,-1.305221,0.1687661,-0.9849525,-0.02773307,-0.02484993,340.4985,177.5928,177.188
1626,12:47:42.4516,H,-1.269678,1.094065,-1.103127,-0.9996235,0.0126977,0.001282296,-0.0242909,358.5489,359.8177,2.786341
1626,12:47:42.4516,T,-1.249583,0.9013158,-1.305249,0.1686807,-0.9849711,-0.02775107,-0.02467089,340.5089,177.6145,177.1821
