Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
1701,12:59:40.1495,Trigger,0,0,0,0,0,0,0,0,0,0
1702,12:59:40.1614,H,-1.338824,1.088891,-1.212425,-0.9994765,-0.03058585,0.01046728,0.001288938,3.503683,358.7943,359.8153
1702,12:59:40.1614,T,-1.37135,0.8859938,-1.417784,0.09119461,-0.9956504,-0.01820322,-0.005708664,349.5251,179.5311,177.9482
1703,12:59:40.1724,H,-1.338844,1.088886,-1.212413,-0.999474,-0.0306424,0.0105488,0.001246604,3.510202,358.7851,359.8199
1703,12:59:40.1724,T,-1.371455,0.8860938,-1.417863,0.09123872,-0.9956452,-0.01826247,-0.005704747,349.5201,179.5323,177.9413
1704,12:59:40.1834,H,-1.338837,1.088887,-1.212388,-0.9994691,-0.03078249,0.01060637,0.001240351,3.526259,358.7785,359.8202
1704,12:59:40.1834,T,-1.373036,0.88639,-1.418454,0.09172534,-0.9955934,-0.01853581,-0.006048335,349.4632,179.4963,177.9133
1705,12:59:40.1944,H,-1.338868,1.08887,-1.212391,-0.9994707,-0.03071919,0.01063307,0.001312255,3.518909,358.7752,359.8119
1705,12:59:40.1944,T,-1.373195,0.886462,-1.418531,0.09174475,-0.9955912,-0.01856673,-0.006042173,349.461,179.4974,177.9096
1706,12:59:40.2053,H,-1.338857,1.088873,-1.212396,-0.9994686,-0.03079079,0.01062916,0.001240297,3.527206,358.7758,359.8201
1706,12:59:40.2053,T,-1.373353,0.8865461,-1.418612,0.09170739,-0.9955939,-0.0185956,-0.00606187,349.4652,179.4953,177.9064
1707,12:59:40.2163,H,-1.33884,1.088889,-1.21236,-0.999466,-0.03084276,0.01072813,0.00115555,3.533251,358.7648,359.8294
1707,12:59:40.2163,T,-1.372104,0.8864122,-1.418215,0.09173062,-0.9955962,-0.01836905,-0.006019935,349.4628,179.4978,177.9323
1708,12:59:40.2273,H,-1.338807,1.088849,-1.212353,-0.9994671,-0.03076082,0.01085775,0.001175124,3.523811,358.7498,359.8268
1708,12:59:40.2273,T,-1.372219,0.8865145,-1.418311,0.09170626,-0.9955983,-0.01837067,-0.006044638,349.4655,179.4949,177.9324
1709,12:59:40.2392,H,-1.338861,1.088881,-1.212388,-0.9994655,-0.03084008,0.01077851,0.001179359,3.532906,358.7589,359.8265
1709,12:59:40.2392,T,-1.370753,0.8861318,-1.41772,0.09167326,-0.9956052,-0.01810472,-0.006216005,349.4691,179.4721,177.9651
1710,12:59:40.2502,H,-1.338844,1.088893,-1.2124,-0.9994667,-0.03080685,0.01076172,0.00123846,3.529026,358.7607,359.8198
1710,12:59:40.2502,T,-1.370801,0.8862277,-1.4178,0.09168676,-0.9956043,-0.01808784,-0.006207609,349.4676,179.4729,177.9669
1711,12:59:40.2612,H,-1.338812,1.088873,-1.212408,-0.9994639,-0.03088771,0.01078623,0.001277101,3.538243,358.7577,359.8152
1711,12:59:40.2612,T,-1.370668,0.8860077,-1.417582,0.09169033,-0.9956034,-0.0181006,-0.006263766,349.467,179.4666,177.9661
1712,12:59:40.2721,H,-1.338815,1.088883,-1.212377,-0.999463,-0.03092456,0.01077939,0.001155088,3.54262,358.7589,359.8292
1712,12:59:40.2721,T,-1.37073,0.8860794,-1.41764,0.09160139,-0.995611,-0.0181335,-0.006261386,349.4773,179.467,177.9622
1713,12:59:40.2831,H,-1.3388,1.088868,-1.212394,-0.9994643,-0.03086422,0.01083654,0.001071505,3.535798,358.7526,359.8387
1713,12:59:40.2831,T,-1.373981,0.8867751,-1.418762,0.09215815,-0.9955487,-0.01863762,-0.006504183,349.4124,179.4454,177.9064
1714,12:59:40.2941,H,-1.33882,1.088843,-1.212425,-0.9994624,-0.03092264,0.01084086,0.001135312,3.542414,358.7519,359.8312
1714,12:59:40.2941,T,-1.373935,0.8870054,-1.418998,0.09198467,-0.9955684,-0.01840916,-0.006601962,349.4323,179.4312,177.9339
1715,12:59:40.3051,H,-1.338847,1.08884,-1.212455,-0.9994639,-0.03087835,0.01080671,0.001257411,3.537191,358.7554,359.8174
1715,12:59:40.3051,T,-1.37409,0.8870591,-1.41908,0.09200329,-0.9955656,-0.01843302,-0.006692749,349.43,179.421,177.9321
1716,12:59:40.3170,H,-1.338816,1.088866,-1.212459,-0.9994657,-0.03082341,0.01078626,0.001378264,3.530746,358.7573,359.8037
1716,12:59:40.3170,T,-1.374275,0.88691,-1.418842,0.09221724,-0.9955394,-0.0187373,-0.006804257,349.4049,179.4117,177.898
1717,12:59:40.3280,H,-1.338787,1.088873,-1.21247,-0.9994655,-0.03083974,0.01073546,0.001538752,3.532429,358.7626,359.7854
1717,12:59:40.3280,T,-1.374439,0.8869456,-1.418881,0.09214692,-0.9955466,-0.01867915,-0.006850092,349.413,179.4056,177.9053
1718,12:59:40.3390,H,-1.338755,1.08888,-1.212497,-0.9994679,-0.03075015,0.01078928,0.001394343,3.522327,358.7569,359.8019
1718,12:59:40.3390,T,-1.373128,0.8866476,-1.418672,0.0919892,-0.9955627,-0.01863323,-0.006754803,349.4313,179.4159,177.9095
1719,12:59:40.3499,H,-1.338713,1.088913,-1.212533,-0.9994673,-0.03075564,0.01082371,0.001414998,3.522923,358.7529,359.7994
1719,12:59:40.3499,T,-1.37324,0.8866937,-1.418725,0.09194739,-0.9955667,-0.01860802,-0.006817384,349.436,179.4083,177.9131
1720,12:59:40.3609,H,-1.338713,1.088941,-1.212568,-0.999469,-0.03071093,0.0108088,0.001344056,3.51789,358.7549,359.8077
1720,12:59:40.3609,T,-1.372415,0.8865446,-1.418538,0.09175986,-0.9955885,-0.01839175,-0.006743763,349.4579,179.4141,177.9374
1721,12:59:40.3719,H,-1.338685,1.088978,-1.212566,-0.9994725,-0.03055971,0.01090666,0.001385791,3.500484,358.7436,359.8027
1721,12:59:40.3719,T,-1.372487,0.8865957,-1.418598,0.09170576,-0.9955916,-0.01846008,-0.006834847,349.4639,179.4042,177.9305
1722,12:59:40.3828,H,-1.338712,1.088983,-1.212586,-0.9994752,-0.03049055,0.01082538,0.001533807,3.492386,358.7524,359.7861
1722,12:59:40.3828,T,-1.371881,0.8864372,-1.418324,0.09164904,-0.9956011,-0.01819626,-0.006909654,349.4704,179.3926,177.9619
1723,12:59:40.3938,H,-1.338748,1.088996,-1.212577,-0.999476,-0.03042603,0.01092176,0.0016669,3.484801,358.7409,359.7706
1723,12:59:40.3938,T,-1.372691,0.885958,-1.418021,0.09199,-0.9955596,-0.01874087,-0.00690534,349.4308,179.3996,177.8987
1724,12:59:40.4058,H,-1.338816,1.089046,-1.212625,-0.9994769,-0.03038506,0.0109425,0.001722457,3.48003,358.7383,359.7642
1724,12:59:40.4058,T,-1.372829,0.8859618,-1.418013,0.0919691,-0.9955593,-0.01881666,-0.007028325,349.433,179.3861,177.8912
1725,12:59:40.4168,H,-1.338811,1.089085,-1.212629,-0.9994794,-0.03025522,0.01106443,0.001761481,3.465067,358.7242,359.7595
1725,12:59:40.4168,T,-1.371651,0.885953,-1.417831,0.0918019,-0.9955785,-0.01853942,-0.007219714,349.452,179.3605,177.9254
1726,12:59:40.4277,H,-1.338827,1.089113,-1.212691,-0.999482,-0.03011843,0.01118273,0.001874265,3.449212,358.7103,359.7463
1726,12:59:40.4277,T,-1.371709,0.8859861,-1.417856,0.09170674,-0.9955873,-0.01855268,-0.007185577,349.463,179.3645,177.9234
1727,12:59:40.4387,H,-1.338814,1.089117,-1.212719,-0.9994837,-0.03007104,0.01115229,0.001930948,3.443714,358.7136,359.7399
1727,12:59:40.4387,T,-1.369196,0.8851668,-1.416815,0.09156006,-0.9956071,-0.0182588,-0.007066384,349.4803,179.3749,177.9563
1728,12:59:40.4497,H,-1.338816,1.089153,-1.212707,-0.9994854,-0.02995908,0.01130485,0.001920231,3.430854,358.6962,359.7408
1728,12:59:40.4497,T,-1.369184,0.8851975,-1.416844,0.09156137,-0.9956056,-0.01831584,-0.007106338,349.48,179.3708,177.9501
1729,12:59:40.4606,H,-1.338834,1.089177,-1.212745,-0.9994837,-0.02997335,0.01139861,0.002000692,3.432359,358.6852,359.7312
1729,12:59:40.4606,T,-1.369986,0.8848855,-1.416719,0.09189998,-0.9955687,-0.01854907,-0.007305886,349.4405,179.3508,177.9252
1730,12:59:40.4716,H,-1.338871,1.089185,-1.21273,-0.9994865,-0.02988565,0.01138631,0.00202532,3.422276,358.6865,359.7285
1730,12:59:40.4716,T,-1.370015,0.8848723,-1.416698,0.09185773,-0.9955718,-0.01857195,-0.00735366,349.4453,179.3455,177.923
1731,12:59:40.4836,H,-1.338874,1.089204,-1.212765,-0.9994868,-0.02985687,0.01143414,0.002013078,3.418981,358.6811,359.7298
1731,12:59:40.4836,T,-1.368037,0.8841573,-1.415958,0.09142797,-0.9956157,-0.01843585,-0.007108434,349.4953,179.3716,177.9361
1732,12:59:40.4936,H,-1.338916,1.089208,-1.21276,-0.9994878,-0.02982521,0.01143428,0.001993348,3.415377,358.6811,359.7321
1732,12:59:40.4946,T,-1.367466,0.8839731,-1.415914,0.09126436,-0.9956341,-0.0182298,-0.007157527,349.5141,179.3634,177.9605
1733,12:59:40.5055,H,-1.338907,1.089213,-1.212778,-0.9994882,-0.02981967,0.01141729,0.0019472,3.414808,358.6832,359.7375
1733,12:59:40.5055,T,-1.367402,0.8839552,-1.415918,0.09125227,-0.9956352,-0.0182114,-0.007216617,349.5154,179.3563,177.9633
1734,12:59:40.5165,H,-1.33891,1.089182,-1.212862,-0.999494,-0.02964455,0.0113676,0.001952979,3.394738,358.689,359.7372
1734,12:59:40.5165,T,-1.367104,0.8838249,-1.415979,0.09103368,-0.9956573,-0.01809443,-0.007215585,349.5406,179.3548,177.9768
1735,12:59:40.5275,H,-1.338874,1.089225,-1.212936,-0.9994926,-0.02967666,0.01138352,0.002034357,3.398308,358.6869,359.7278
1735,12:59:40.5275,T,-1.367032,0.8838023,-1.415997,0.09098408,-0.9956594,-0.01821181,-0.007260875,349.5462,179.3507,177.9636
1736,12:59:40.5384,H,-1.338913,1.089254,-1.212988,-0.9994964,-0.02957984,0.01132193,0.001944833,3.387342,358.6943,359.7384
1736,12:59:40.5384,T,-1.365486,0.883193,-1.415278,0.09073897,-0.9956864,-0.0180032,-0.007141896,349.5748,179.3618,177.9865
1737,12:59:40.5494,H,-1.338914,1.089272,-1.213024,-0.9994997,-0.02949887,0.01123362,0.002044308,3.377955,358.7041,359.7274
1737,12:59:40.5494,T,-1.365375,0.8831643,-1.415277,0.09071615,-0.9956873,-0.01806063,-0.00716169,349.5773,179.36,177.98
1738,12:59:40.5604,H,-1.33889,1.089261,-1.213044,-0.9995012,-0.02941513,0.01130867,0.00208561,3.368281,358.6954,359.7225
1738,12:59:40.5604,T,-1.367988,0.8833918,-1.416067,0.09119878,-0.9956291,-0.01878019,-0.007270104,349.5211,179.3561,177.8978
1739,12:59:40.5723,H,-1.338925,1.089251,-1.213079,-0.9995038,-0.02932832,0.01131569,0.001998802,3.358441,358.6949,359.7326
1739,12:59:40.5723,T,-1.368,0.883317,-1.416058,0.09127497,-0.9956214,-0.01880319,-0.007296701,349.5123,179.3534,177.8954
1740,12:59:40.5833,H,-1.338941,1.089253,-1.213114,-0.9995045,-0.02931118,0.01131098,0.001929915,3.356568,358.6957,359.7405
1740,12:59:40.5833,T,-1.368388,0.8834177,-1.416137,0.09141144,-0.9956044,-0.01904414,-0.007288528,349.4964,179.3572,177.8674
1741,12:59:40.5943,H,-1.338944,1.089268,-1.213125,-0.9995067,-0.0291998,0.01139055,0.0020144,3.343668,358.6863,359.7307
1741,12:59:40.5943,T,-1.368956,0.8834476,-1.416263,0.0916401,-0.9955755,-0.01951026,-0.007131456,349.4702,179.3808,177.8117
1742,12:59:40.6053,H,-1.338998,1.089286,-1.213153,-0.9995096,-0.02911281,0.01137266,0.001936459,3.333804,358.6886,359.7398
1742,12:59:40.6053,T,-1.36903,0.883396,-1.416249,0.09163603,-0.9955738,-0.01961385,-0.007135634,349.4706,179.3815,177.7997
1743,12:59:40.6162,H,-1.339079,1.089289,-1.213184,-0.9995098,-0.0290909,0.01141586,0.001952909,3.331259,358.6836,359.7378
1743,12:59:40.6162,T,-1.368235,0.8830025,-1.415915,0.09185927,-0.9955519,-0.01965029,-0.007226934,349.4446,179.3717,177.7965
1744,12:59:40.6272,H,-1.339057,1.089327,-1.21323,-0.9995116,-0.02897766,0.01153889,0.001947936,3.318252,358.6696,359.7381
1744,12:59:40.6272,T,-1.368286,0.8829495,-1.415888,0.09188085,-0.9955491,-0.01970027,-0.007204217,349.4422,179.375,177.7905
1745,12:59:40.6392,H,-1.339088,1.089343,-1.213246,-0.999512,-0.0289382,0.01159806,0.001979569,3.313671,358.6627,359.7344
1745,12:59:40.6392,T,-1.367363,0.8834063,-1.416063,0.09157299,-0.9955844,-0.01935151,-0.007187651,349.4778,179.3725,177.8307
