Sample,Time,Device,X,Y,Z,qW,qX,qY,qZ,aX,aY,aZ
1604,12:21:37.2895,Trigger,0,0,0,0,0,0,0,0,0,0
1605,12:21:37.3005,H,-1.342867,1.09905,-1.121978,-0.9989561,-0.01420096,0.002141879,-0.04336603,1.636478,359.8253,4.968958
1605,12:21:37.3005,T,-1.344201,0.9233561,-1.324586,0.2745507,-0.9609238,0.01207139,0.03319078,328.0995,183.8605,180.3357
1606,12:21:37.3115,H,-1.342918,1.099086,-1.122025,-0.9989602,-0.01425631,0.002115848,-0.04325278,1.642667,359.8284,4.956005
1606,12:21:37.3115,T,-1.344174,0.9233173,-1.324602,0.274482,-0.9609418,0.0120578,0.03324506,328.1077,183.8679,180.3322
1607,12:21:37.3224,H,-1.342838,1.099102,-1.121998,-0.9989591,-0.01416962,0.002010002,-0.04331444,1.632226,359.8402,4.963255
1607,12:21:37.3224,T,-1.344394,0.9235477,-1.324635,0.2744217,-0.9609607,0.01207201,0.03318742,328.1148,183.8598,180.3365
1608,12:21:37.3334,H,-1.342908,1.099099,-1.122014,-0.9989584,-0.01414745,0.001977417,-0.04333627,1.62953,359.8438,4.965813
1608,12:21:37.3334,T,-1.344361,0.923506,-1.324616,0.2743642,-0.9609771,0.01208743,0.03318585,328.1216,183.8589,180.3388
1609,12:21:37.3444,H,-1.342929,1.099096,-1.122044,-0.9989559,-0.01404413,0.001930875,-0.04342965,1.617483,359.8488,4.976604
1609,12:21:37.3444,T,-1.344511,0.9235737,-1.324752,0.2743751,-0.9609765,0.01212128,0.03309794,328.1202,183.8463,180.3464
1610,12:21:37.3553,H,-1.342888,1.099149,-1.122008,-0.9989495,-0.01398646,0.002060365,-0.04358897,1.61155,359.834,4.994675
1610,12:21:37.3553,T,-1.344501,0.9235252,-1.324749,0.2743767,-0.9609715,0.01216546,0.0332148,328.1198,183.8598,180.3478
1611,12:21:37.3673,H,-1.342901,1.099162,-1.12202,-0.9989436,-0.01391748,0.002178139,-0.04374046,1.604268,359.8203,5.01187
1611,12:21:37.3673,T,-1.344735,0.9237287,-1.324792,0.274298,-0.9609929,0.01227095,0.03320649,328.1288,183.8547,180.3621
1612,12:21:37.3783,H,-1.342966,1.099149,-1.12201,-0.9989502,-0.0138617,0.002221995,-0.04360669,1.598076,359.8148,4.996454
1612,12:21:37.3783,T,-1.344723,0.9236895,-1.324768,0.2742538,-0.9610069,0.01224846,0.03317484,328.1342,183.8513,180.3606
1613,12:21:37.3892,H,-1.342987,1.099162,-1.122022,-0.9989604,-0.01372894,0.002188835,-0.04341421,1.582676,359.8177,4.974429
1613,12:21:37.3892,T,-1.344794,0.9236175,-1.324761,0.2742521,-0.961015,0.01212558,0.03299716,328.1349,183.8328,180.3513
1614,12:21:37.4002,H,-1.342987,1.099187,-1.122014,-0.9989626,-0.01371186,0.002204276,-0.04336927,1.580788,359.8157,4.96925
1614,12:21:37.4002,T,-1.344735,0.9236175,-1.32479,0.2742116,-0.9610248,0.01212866,0.03304974,328.1397,183.8394,180.3499
1615,12:21:37.4112,H,-1.343016,1.099178,-1.122023,-0.9989637,-0.01359032,0.00221159,-0.04338082,1.566911,359.8143,4.970569
1615,12:21:37.4112,T,-1.344712,0.9235963,-1.324754,0.2742691,-0.9610061,0.01210652,0.03312495,328.1329,183.8501,180.344
1616,12:21:37.4232,H,-1.343038,1.09919,-1.122023,-0.9989565,-0.01358848,0.002285996,-0.04354458,1.567103,359.8061,4.989241
1616,12:21:37.4232,T,-1.34467,0.9235741,-1.324747,0.2742848,-0.9610038,0.01206398,0.03307746,328.1312,183.8455,180.3401
1617,12:21:37.4341,H,-1.343023,1.099215,-1.122031,-0.9989552,-0.0135875,0.002379855,-0.04357007,1.567464,359.7953,4.992018
1617,12:21:37.4341,T,-1.34465,0.9235414,-1.324704,0.2742021,-0.9610308,0.01201757,0.03299378,328.1413,183.8362,180.3376
1618,12:21:37.4451,H,-1.343054,1.099239,-1.122016,-0.9989452,-0.01365607,0.002404432,-0.04377475,1.575479,359.7932,5.01546
